pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
lotad,swift-swim,rain-dish,own-tempo,5,26,"['swords-dance', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'mist', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'absorb', 'mega-drain', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'bubble', 'flash', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'whirlpool', 'uproar', 'hail', 'facade', 'nature-power', 'secret-power', 'teeter-dance', 'astonish', 'weather-ball', 'tickle', 'muddy-water', 'bullet-seed', 'magical-leaf', 'water-pulse', 'natural-gift', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'scald', 'disarming-voice', 'grassy-terrain', 'confide', 'grassy-glide', 'tera-blast', 'trailblaze', 'chilling-water']",72,40,30,30,40,50,30,water,grass
lombre,swift-swim,rain-dish,own-tempo,12,325,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'metronome', 'waterfall', 'bubble', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'fake-out', 'uproar', 'hail', 'facade', 'nature-power', 'brick-break', 'knock-off', 'secret-power', 'dive', 'teeter-dance', 'hyper-voice', 'astonish', 'weather-ball', 'tickle', 'muddy-water', 'bullet-seed', 'mud-shot', 'magical-leaf', 'water-sport', 'water-pulse', 'natural-gift', 'fling', 'seed-bomb', 'drain-punch', 'energy-ball', 'zen-headbutt', 'captivate', 'grass-knot', 'hone-claws', 'round', 'echoed-voice', 'scald', 'disarming-voice', 'grassy-terrain', 'confide', 'power-up-punch', 'grassy-glide', 'tera-blast', 'trailblaze', 'chilling-water']",97,60,50,50,60,70,50,water,grass
ludicolo,swift-swim,rain-dish,own-tempo,15,550,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'absorb', 'mega-drain', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'metronome', 'waterfall', 'swift', 'amnesia', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'fake-out', 'uproar', 'hail', 'facade', 'focus-punch', 'nature-power', 'brick-break', 'knock-off', 'secret-power', 'dive', 'teeter-dance', 'hyper-voice', 'astonish', 'weather-ball', 'tickle', 'muddy-water', 'bullet-seed', 'mud-shot', 'magical-leaf', 'water-pulse', 'natural-gift', 'fling', 'seed-bomb', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'captivate', 'grass-knot', 'hone-claws', 'round', 'echoed-voice', 'scald', 'disarming-voice', 'grassy-terrain', 'confide', 'power-up-punch', 'grassy-glide', 'tera-blast', 'ice-spinner', 'trailblaze', 'chilling-water']",104,80,70,70,90,100,70,water,grass
seedot,chlorophyll,early-bird,pickpocket,5,40,"['razor-wind', 'swords-dance', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'dig', 'toxic', 'quick-attack', 'mimic', 'double-team', 'harden', 'defense-curl', 'bide', 'self-destruct', 'amnesia', 'flash', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'spite', 'protect', 'giga-drain', 'endure', 'rollout', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'facade', 'nature-power', 'endeavor', 'secret-power', 'astonish', 'bullet-seed', 'magical-leaf', 'natural-gift', 'payback', 'power-swap', 'worry-seed', 'sucker-punch', 'night-slash', 'seed-bomb', 'energy-ball', 'nasty-plot', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'foul-play', 'round', 'retaliate', 'grassy-terrain', 'confide', 'grassy-glide', 'tera-blast', 'trailblaze']",74,40,40,50,30,30,30,grass,
nuzleaf,chlorophyll,early-bird,pickpocket,10,280,"['pound', 'razor-wind', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'low-kick', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'dig', 'toxic', 'quick-attack', 'mimic', 'double-team', 'harden', 'defense-curl', 'self-destruct', 'swift', 'amnesia', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'giga-drain', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'beat-up', 'fake-out', 'uproar', 'torment', 'facade', 'nature-power', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'rock-tomb', 'extrasensory', 'bullet-seed', 'magical-leaf', 'leaf-blade', 'natural-gift', 'payback', 'assurance', 'embargo', 'fling', 'power-swap', 'worry-seed', 'sucker-punch', 'dark-pulse', 'night-slash', 'seed-bomb', 'energy-ball', 'nasty-plot', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'low-sweep', 'foul-play', 'round', 'retaliate', 'snarl', 'grassy-terrain', 'confide', 'power-up-punch', 'solar-blade', 'grassy-glide', 'lash-out', 'tera-blast', 'trailblaze', 'chilling-water']",108,70,70,40,60,40,60,grass,dark
shiftry,chlorophyll,wind-rider,pickpocket,13,596,"['pound', 'swords-dance', 'cut', 'whirlwind', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'low-kick', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'dig', 'toxic', 'quick-attack', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'defense-curl', 'self-destruct', 'swift', 'amnesia', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'beat-up', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'nature-power', 'taunt', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'imprison', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'rock-tomb', 'silver-wind', 'extrasensory', 'bullet-seed', 'aerial-ace', 'bounce', 'magical-leaf', 'leaf-blade', 'natural-gift', 'tailwind', 'payback', 'assurance', 'embargo', 'fling', 'power-swap', 'worry-seed', 'sucker-punch', 'toxic-spikes', 'dark-pulse', 'night-slash', 'seed-bomb', 'air-slash', 'x-scissor', 'vacuum-wave', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'ominous-wind', 'low-sweep', 'foul-play', 'round', 'hex', 'retaliate', 'leaf-tornado', 'hurricane', 'snarl', 'petal-blizzard', 'grassy-terrain', 'confide', 'power-up-punch', 'solar-blade', 'throat-chop', 'brutal-swing', 'grassy-glide', 'lash-out', 'tera-blast', 'trailblaze', 'chilling-water', 'upper-hand']",136,90,100,60,90,60,80,grass,dark
taillow,guts,scrappy,,3,23,"['wing-attack', 'whirlwind', 'fly', 'double-edge', 'growl', 'supersonic', 'peck', 'counter', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'heat-wave', 'facade', 'endeavor', 'refresh', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'quick-guard', 'work-up', 'hurricane', 'boomburst', 'confide']",61,40,55,30,30,30,85,normal,flying
swellow,guts,scrappy,,7,198,"['wing-attack', 'fly', 'double-edge', 'growl', 'hyper-beam', 'peck', 'counter', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'heat-wave', 'facade', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'quick-guard', 'work-up', 'confide', 'laser-focus']",56,60,85,60,75,50,125,normal,flying
wingull,keen-eye,hydration,rain-dish,6,95,"['gust', 'wing-attack', 'fly', 'take-down', 'double-edge', 'growl', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'waterfall', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'feather-dance', 'air-cutter', 'muddy-water', 'aerial-ace', 'water-sport', 'shock-wave', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'aqua-ring', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'wide-guard', 'soak', 'round', 'echoed-voice', 'scald', 'acrobatics', 'hurricane', 'confide', 'liquidation', 'dual-wingbeat', 'tera-blast', 'snowscape', 'chilling-water']",78,40,30,30,55,30,85,water,flying
pelipper,keen-eye,drizzle,rain-dish,12,280,"['wing-attack', 'fly', 'body-slam', 'take-down', 'double-edge', 'growl', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'waterfall', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'uproar', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'feather-dance', 'weather-ball', 'air-cutter', 'muddy-water', 'aerial-ace', 'water-sport', 'shock-wave', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'fling', 'seed-bomb', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'gunk-shot', 'captivate', 'ominous-wind', 'soak', 'round', 'echoed-voice', 'scald', 'sky-drop', 'acrobatics', 'hurricane', 'confide', 'liquidation', 'dual-wingbeat', 'tera-blast', 'snowscape', 'chilling-water']",86,60,50,100,95,70,65,water,flying
ralts,synchronize,trace,telepathy,4,66,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'disable', 'psybeam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'protect', 'mud-slap', 'destiny-bond', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'hyper-voice', 'signal-beam', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'fling', 'lucky-chant', 'shadow-sneak', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'confide', 'mystical-fire', 'dazzling-gleam', 'psychic-terrain', 'life-dew', 'expanding-force', 'tera-blast', 'alluring-voice']",104,28,25,25,45,35,40,psychic,fairy
kirlia,synchronize,trace,telepathy,8,202,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'signal-beam', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'fling', 'lucky-chant', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'confide', 'dazzling-gleam', 'psychic-terrain', 'life-dew', 'expanding-force', 'triple-axel', 'tera-blast', 'alluring-voice']",98,38,35,35,65,55,50,psychic,fairy
gardevoir,synchronize,trace,telepathy,16,484,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'teleport', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'signal-beam', 'magical-leaf', 'calm-mind', 'shock-wave', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'power-swap', 'guard-swap', 'aura-sphere', 'vacuum-wave', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'laser-focus', 'psychic-terrain', 'life-dew', 'expanding-force', 'misty-explosion', 'triple-axel', 'tera-blast', 'alluring-voice', 'psychic-noise']",114,68,65,65,125,115,80,psychic,fairy
surskit,swift-swim,rain-dish,,5,17,"['take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'solar-beam', 'string-shot', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'haze', 'waterfall', 'swift', 'leech-life', 'bubble', 'flash', 'rest', 'substitute', 'thief', 'mind-reader', 'snore', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'helping-hand', 'secret-power', 'signal-beam', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'bug-buzz', 'captivate', 'bug-bite', 'aqua-jet', 'power-split', 'soak', 'round', 'scald', 'acrobatics', 'struggle-bug', 'sticky-web', 'fell-stinger', 'confide', 'infestation', 'lunge', 'liquidation', 'skitter-smack', 'tera-blast', 'pounce', 'chilling-water']",74,40,30,32,50,52,65,bug,water
masquerain,intimidate,unnerve,,8,36,"['gust', 'whirlwind', 'take-down', 'double-edge', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'solar-beam', 'stun-spore', 'string-shot', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'haze', 'waterfall', 'swift', 'leech-life', 'bubble', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'helping-hand', 'secret-power', 'weather-ball', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'mud-shot', 'water-sport', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'air-slash', 'bug-buzz', 'energy-ball', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'aqua-jet', 'ominous-wind', 'quiver-dance', 'soak', 'foul-play', 'round', 'scald', 'acrobatics', 'struggle-bug', 'hurricane', 'sticky-web', 'confide', 'infestation', 'lunge', 'liquidation', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'pounce', 'chilling-water']",94,70,60,62,100,82,80,bug,flying
shroomish,effect-spore,poison-heal,quick-feet,4,45,"['swords-dance', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'toxic', 'mimic', 'double-team', 'swift', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'charm', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'focus-punch', 'helping-hand', 'snatch', 'secret-power', 'fake-tears', 'bullet-seed', 'magical-leaf', 'wake-up-slap', 'natural-gift', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'zen-headbutt', 'gunk-shot', 'captivate', 'grass-knot', 'venoshock', 'round', 'grassy-terrain', 'confide', 'tera-blast', 'pounce']",62,60,40,60,40,60,35,grass,
breloom,effect-spore,poison-heal,technician,12,392,"['mega-punch', 'thunder-punch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'dig', 'toxic', 'mimic', 'double-team', 'swift', 'spore', 'flash', 'rest', 'rock-slide', 'substitute', 'mind-reader', 'snore', 'reversal', 'protect', 'mach-punch', 'sludge-bomb', 'mud-slap', 'giga-drain', 'endure', 'charm', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'sky-uppercut', 'bullet-seed', 'aerial-ace', 'bulk-up', 'mud-shot', 'magical-leaf', 'natural-gift', 'feint', 'close-combat', 'fling', 'worry-seed', 'force-palm', 'poison-jab', 'seed-bomb', 'drain-punch', 'vacuum-wave', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'leaf-storm', 'gunk-shot', 'stone-edge', 'captivate', 'grass-knot', 'venoshock', 'low-sweep', 'round', 'retaliate', 'bulldoze', 'work-up', 'grassy-terrain', 'confide', 'power-up-punch', 'laser-focus', 'tera-blast', 'pounce']",103,60,130,80,60,60,70,grass,fighting
