Pokemon,Item,Ability,Tera Type,Move 1,Move 2,Move 3,Move 4,Rank,Wins,Losses,Tournament
On avait dit (Iron Hands) ,Assault Vest  ,Quark Drive  ,Water  , Drain Punch  , Wild Charge  , Heavy Slam  , Fake Out  ,107,5,4,Latin America International
Dusclops ,Eviolite  ,Pressure  ,Grass  , Night Shade  , WillOWisp  , Pain Split  , Trick Room  ,108,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Grass  , Fake Out  , Drain Punch  , Heavy Slam  , Volt Switch  ,108,5,4,Latin America International
ChiYu ,Safety Goggles  ,Beads of Ruin  ,Ghost  , Snarl  , Flamethrower  , Nasty Plot  , Protect  ,108,5,4,Latin America International
LandorusTherian ,Choice Scarf  ,Intimidate  ,Flying  , Stomping Tantrum  , Rock Slide  , Tera Blast  , Uturn  ,108,5,4,Latin America International
________ Bear (UrsalunaBloodmoon) ,Life Orb  ,Mind’s Eye  ,Normal  , Blood Moon  , Protect  , Hyper Voice  , Earth Power  ,108,5,4,Latin America International
Amoonguss ,Mental Herb  ,Regenerator  ,Water  , Spore  , Rage Powder  , Pollen Puff  , Protect  ,108,5,4,Latin America International
Sagacito (Iron Hands) ,Assault Vest  ,Quark Drive  ,Grass  , Fake Out  , Drain Punch  , Wild Charge  , Heavy Slam  ,109,5,4,Latin America International
Astra (UrshifuRapidStrike) ,Mystic Water  ,Unseen Fist  ,Water  , Surging Strikes  , Close Combat  , Aqua Jet  , Detect  ,109,5,4,Latin America International
Golden Bebel (Gholdengo) ,Leftovers  ,Good as Gold  ,Dragon  , Make It Rain  , Shadow Ball  , Nasty Plot  , Protect  ,109,5,4,Latin America International
Cyclos (Tornadus) ,Covert Cloak  ,Prankster  ,Dark  , Bleakwind Storm  , Rain Dance  , Tailwind  , Taunt  ,109,5,4,Latin America International
Defteros (ArcanineHisui) ,Sitrus Berry  ,Intimidate  ,Fairy  , Rock Slide  , Flare Blitz  , Tera Blast  , WillOWisp  ,109,5,4,Latin America International
Toadette (Amoonguss) ,Rocky Helmet  ,Regenerator  ,Dragon  , Spore  , Rage Powder  , Pollen Puff  , Clear Smog  ,109,5,4,Latin America International
Rillaboom ,Assault Vest  ,Grassy Surge  ,Fire  , High Horsepower  , Uturn  , Fake Out  , Grassy Glide  ,110,5,4,Latin America International
Sylveon ,Choice Specs  ,Pixilate  ,Water  , Hyper Voice  , Hyper Beam  , Psychic  , Sleep Talk  ,110,5,4,Latin America International
UrshifuRapidStrike ,Choice Scarf  ,Unseen Fist  ,Water  , Surging Strikes  , Aqua Jet  , Close Combat  , Uturn  ,110,5,4,Latin America International
OgerponHearthflame ,Hearthflame Mask  ,Mold Breaker  ,Fire  , Ivy Cudgel  , Stomping Tantrum  , Grassy Glide  , Spiky Shield  ,110,5,4,Latin America International
ChienPao ,Focus Sash  ,Sword of Ruin  ,Ghost  , Icicle Crash  , Protect  , Sucker Punch  , Haze  ,110,5,4,Latin America International
ArcanineHisui ,Choice Band  ,Intimidate  ,Normal  , Flare Blitz  , Rock Slide  , Extreme Speed  , Psychic Fangs  ,110,5,4,Latin America International
Pelipper ,Focus Sash  ,Drizzle  ,Flying  , Protect  , Hurricane  , Tailwind  , Wide Guard  ,111,5,4,Latin America International
Gholdengo ,Leftovers  ,Good as Gold  ,Dragon  , Shadow Ball  , Protect  , Nasty Plot  , Make It Rain  ,111,5,4,Latin America International
Gothitelle ,Sitrus Berry  ,Shadow Tag  ,Psychic  , Psychic  , Charm  , Taunt  , Fake Out  ,111,5,4,Latin America International
Iron Bundle ,Booster Energy  ,Quark Drive  ,Grass  , Icy Wind  , FreezeDry  , Encore  , Protect  ,111,5,4,Latin America International
UrshifuRapidStrike ,Choice Scarf  ,Unseen Fist  ,Water  , Surging Strikes  , Ice Spinner  , Close Combat  , Uturn  ,111,5,4,Latin America International
Amoonguss ,Rocky Helmet  ,Regenerator  ,Water  , Spore  , Protect  , Pollen Puff  , Rage Powder  ,111,5,4,Latin America International
Gholdengo ,Sitrus Berry  ,Good as Gold  ,Dragon  , Make It Rain  , Shadow Ball  , Protect  , Nasty Plot  ,112,5,4,Latin America International
Roaring Moon ,Booster Energy  ,Protosynthesis  ,Poison  , Tailwind  , Breaking Swipe  , Knock Off  , Acrobatics  ,112,5,4,Latin America International
ChiYu ,Focus Sash  ,Beads of Ruin  ,Ghost  , Snarl  , Heat Wave  , Dark Pulse  , Protect  ,112,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Fire  , Drain Punch  , Wild Charge  , Heavy Slam  , Fake Out  ,112,5,4,Latin America International
Ogerpon (OgerponWellspring) ,Wellspring Mask  ,Water Absorb  ,Water  , Ivy Cudgel  , Spiky Shield  , Horn Leech  , Follow Me  ,112,5,4,Latin America International
Landorus (LandorusTherian) ,Choice Scarf  ,Intimidate  ,Flying  , Rock Tomb  , Stomping Tantrum  , Tera Blast  , Uturn  ,112,5,4,Latin America International
DERSONBARROS (Iron Hands) ,Assault Vest  ,Quark Drive  ,Water  , Wild Charge  , Drain Punch  , Heavy Slam  , Fake Out  ,113,5,4,Latin America International
S.E. PANELA (Heatran) ,Life Orb  ,Flash Fire  ,Fairy  , Heat Wave  , Flash Cannon  , Earth Power  , Protect  ,113,5,4,Latin America International
$$ AVANTI $$ (Rillaboom) ,Sitrus Berry  ,Grassy Surge  ,Fire  , Wood Hammer  , Grassy Glide  , Uturn  , Fake Out  ,113,5,4,Latin America International
PARDABEL (Iron Bundle) ,Booster Energy  ,Quark Drive  ,Ghost  , FreezeDry  , Hydro Pump  , Icy Wind  , Protect  ,113,5,4,Latin America International
AVIÃO (LandorusTherian) ,Choice Scarf  ,Intimidate  ,Flying  , Stomping Tantrum  , Rock Slide  , Tera Blast  , Uturn  ,113,5,4,Latin America International
BLOGUEIRINHA (OgerponHearthflame) ,Hearthflame Mask  ,Mold Breaker  ,Fire  , Swords Dance  , Grassy Glide  , Spiky Shield  , Ivy Cudgel  ,113,5,4,Latin America International
LadyMane (Flutter Mane) ,Booster Energy  ,Protosynthesis  ,Fairy  , Moonblast  , Dazzling Gleam  , Shadow Ball  , Protect  ,114,5,4,Latin America International
Blast (LandorusTherian) ,Choice Scarf  ,Intimidate  ,Flying  , Tera Blast  , Rock Slide  , Stomping Tantrum  , Uturn  ,114,5,4,Latin America International
Hades (Heatran) ,Life Orb  ,Flash Fire  ,Grass  , Protect  , Heat Wave  , Flash Cannon  , WillOWisp  ,114,5,4,Latin America International
Godzila (Rillaboom) ,Assault Vest  ,Grassy Surge  ,Fire  , Wood Hammer  , Stomping Tantrum  , Grassy Glide  , Fake Out  ,114,5,4,Latin America International
Titan (Dragonite) ,Silk Scarf  ,Inner Focus  ,Normal  , Extreme Speed  , Protect  , Dragon Dance  , Earthquake  ,114,5,4,Latin America International
Storm (Tornadus) ,Covert Cloak  ,Prankster  ,Ghost  , Taunt  , Bleakwind Storm  , Icy Wind  , Tailwind  ,114,5,4,Latin America International
Meque (Amoonguss) ,Sitrus Berry  ,Regenerator  ,Water  , Spore  , Pollen Puff  , Protect  , Rage Powder  ,115,5,4,Latin America International
Skipper (Iron Bundle) ,Booster Energy  ,Quark Drive  ,Ghost  , Protect  , FreezeDry  , Icy Wind  , Hydro Pump  ,115,5,4,Latin America International
Doroti (ChiYu) ,Life Orb  ,Beads of Ruin  ,Ghost  , Protect  , Heat Wave  , Dark Pulse  , Overheat  ,115,5,4,Latin America International
LandorusTherian ,Choice Scarf  ,Intimidate  ,Flying  , Rock Slide  , Uturn  , Stomping Tantrum  , Tera Blast  ,115,5,4,Latin America International
Manito (Iron Hands) ,Assault Vest  ,Quark Drive  ,Water  , Fake Out  , Drain Punch  , Wild Charge  , Heavy Slam  ,115,5,4,Latin America International
Tikitaka (Flutter Mane) ,Choice Specs  ,Protosynthesis  ,Fairy  , Dazzling Gleam  , Shadow Ball  , Power Gem  , Moonblast  ,115,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Grass  , Fake Out  , Wild Charge  , Drain Punch  , Heavy Slam  ,116,5,4,Latin America International
ChiYu ,Choice Scarf  ,Beads of Ruin  ,Water  , Heat Wave  , Dark Pulse  , Tera Blast  , Snarl  ,116,5,4,Latin America International
Grimmsnarl ,Light Clay  ,Prankster  ,Ghost  , Sucker Punch  , Reflect  , Light Screen  , Parting Shot  ,116,5,4,Latin America International
Gastrodon ,Sitrus Berry  ,Storm Drain  ,Fire  , Muddy Water  , Clear Smog  , Recover  , Protect  ,116,5,4,Latin America International
Flutter Mane ,Focus Sash  ,Protosynthesis  ,Fairy  , Moonblast  , Shadow Ball  , Dazzling Gleam  , Protect  ,116,5,4,Latin America International
Annihilape ,Leftovers  ,Defiant  ,Fire  , Rage Fist  , Drain Punch  , Bulk Up  , Protect  ,116,5,4,Latin America International
PX0 (Iron Hands) ,Assault Vest  ,Quark Drive  ,Grass  , Fake Out  , Drain Punch  , Wild Charge  , Heavy Slam  ,117,5,4,Latin America International
Alexanne (Pelipper) ,Focus Sash  ,Drizzle  ,Ghost  , Hurricane  , Weather Ball  , Tailwind  , Wide Guard  ,117,5,4,Latin America International
Maria (Farigiraf) ,Rocky Helmet  ,Armor Tail  ,Steel  , Psychic  , Dazzling Gleam  , Helping Hand  , Trick Room  ,117,5,4,Latin America International
Aoguma (UrshifuRapidStrike) ,Choice Scarf  ,Unseen Fist  ,Water  , Surging Strikes  , Close Combat  , Uturn  , Ice Spinner  ,117,5,4,Latin America International
Malik (Amoonguss) ,Sitrus Berry  ,Regenerator  ,Water  , Spore  , Rage Powder  , Pollen Puff  , Clear Smog  ,117,5,4,Latin America International
Ghol D. Engo (Gholdengo) ,Metal Coat  ,Good as Gold  ,Dragon  , Make It Rain  , Shadow Ball  , Nasty Plot  , Protect  ,117,5,4,Latin America International
RugitLune (Roaring Moon) ,Booster Energy  ,Protosynthesis  ,Flying  , Acrobatics  , Knock Off  , Dragon Dance  , Protect  ,118,5,4,Latin America International
FlotteMèche (Flutter Mane) ,Choice Specs  ,Protosynthesis  ,Fairy  , Moonblast  , Dazzling Gleam  , Shadow Ball  , Perish Song  ,118,5,4,Latin America International
Gaulet (Amoonguss) ,Rocky Helmet  ,Regenerator  ,Fire  , Rage Powder  , Spore  , Pollen Puff  , Protect  ,118,5,4,Latin America International
Démétéros (LandorusTherian) ,Choice Scarf  ,Intimidate  ,Flying  , Stomping Tantrum  , Tera Blast  , Rock Slide  , Uturn  ,118,5,4,Latin America International
Heatran ,Shuca Berry  ,Flash Fire  ,Fairy  , Heat Wave  , Earth Power  , Flash Cannon  , Protect  ,118,5,4,Latin America International
PaumedeFer (Iron Hands) ,Assault Vest  ,Quark Drive  ,Water  , Drain Punch  , Wild Charge  , Volt Switch  , Fake Out  ,118,5,4,Latin America International
ChienPao ,Focus Sash  ,Sword of Ruin  ,Ghost  , Ice Spinner  , Sacred Sword  , Sucker Punch  , Protect  ,119,5,4,Latin America International
UrshifuRapidStrike ,Life Orb  ,Unseen Fist  ,Poison  , Surging Strikes  , Close Combat  , Aqua Jet  , Detect  ,119,5,4,Latin America International
Amoonguss ,Sitrus Berry  ,Regenerator  ,Water  , Spore  , Protect  , Pollen Puff  , Rage Powder  ,119,5,4,Latin America International
Gholdengo ,Metal Coat  ,Good as Gold  ,Dragon  , Protect  , Make It Rain  , Shadow Ball  , Nasty Plot  ,119,5,4,Latin America International
LandorusTherian ,Choice Band  ,Intimidate  ,Water  , Stomping Tantrum  , Earthquake  , Rock Slide  , Uturn  ,119,5,4,Latin America International
Tornadus ,Covert Cloak  ,Prankster  ,Dark  , Bleakwind Storm  , Rain Dance  , Tailwind  , Taunt  ,119,5,4,Latin America International
Melman☆ (Farigiraf) ,Sitrus Berry  ,Armor Tail  ,Fairy  , Psychic  , Dazzling Gleam  , Helping Hand  , Trick Room  ,120,5,4,Latin America International
kenai (UrshifuRapidStrike) ,Choice Scarf  ,Unseen Fist  ,Water  , Surging Strikes  , Aqua Jet  , Close Combat  , Uturn  ,120,5,4,Latin America International
Kong (Rillaboom) ,Miracle Seed  ,Grassy Surge  ,Grass  , Grassy Glide  , Wood Hammer  , Fake Out  , Protect  ,120,5,4,Latin America International
Trueno (ChienPao) ,Focus Sash  ,Sword of Ruin  ,Ghost  , Icicle Crash  , Sucker Punch  , Haze  , Protect  ,120,5,4,Latin America International
Rocky (Heatran) ,Assault Vest  ,Flash Fire  ,Grass  , Heat Wave  , Flash Cannon  , Earth Power  , Magma Storm  ,120,5,4,Latin America International
Quetzal (Dragonite) ,Choice Band  ,Inner Focus  ,Normal  , Extreme Speed  , Outrage  , Aerial Ace  , Stomping Tantrum  ,120,5,4,Latin America International
Fadinha (Heatran) ,Life Orb  ,Flash Fire  ,Fairy  , Flash Cannon  , Heat Wave  , Earth Power  , Protect  ,121,5,4,Latin America International
Arthur (Baxcalibur) ,Loaded Dice  ,Ice Body  ,Poison  , Icicle Spear  , Scale Shot  , Swords Dance  , Protect  ,121,5,4,Latin America International
Timbalada (Rillaboom) ,Assault Vest  ,Grassy Surge  ,Grass  , Wood Hammer  , High Horsepower  , Grassy Glide  , Fake Out  ,121,5,4,Latin America International
Lasuli (OgerponWellspring) ,Wellspring Mask  ,Water Absorb  ,Water  , Ivy Cudgel  , Horn Leech  , Follow Me  , Spiky Shield  ,121,5,4,Latin America International
Robin (NinetalesAlola) ,Light Clay  ,Snow Warning  ,Ghost  , Moonblast  , Icy Wind  , Aurora Veil  , Howl  ,121,5,4,Latin America International
Leandro Teco (LandorusTherian) ,Choice Scarf  ,Intimidate  ,Flying  , Tera Blast  , Stomping Tantrum  , Uturn  , Rock Slide  ,121,5,4,Latin America International
Flutter Mane ,Booster Energy  ,Protosynthesis  ,Fairy  , Shadow Ball  , Moonblast  , Protect  , Dazzling Gleam  ,122,5,4,Latin America International
UrshifuRapidStrike ,Mystic Water  ,Unseen Fist  ,Water  , Drain Punch  , Surging Strikes  , Detect  , Aqua Jet  ,122,5,4,Latin America International
ChiYu ,Sitrus Berry  ,Beads of Ruin  ,Ghost  , Snarl  , Flamethrower  , Protect  , WillOWisp  ,122,5,4,Latin America International
ChienPao ,Focus Sash  ,Sword of Ruin  ,Ghost  , Sucker Punch  , Icicle Crash  , Protect  , Lash Out  ,122,5,4,Latin America International
Tornadus ,Mental Herb  ,Prankster  ,Ghost  , Bleakwind Storm  , Rain Dance  , Taunt  , Tailwind  ,122,5,4,Latin America International
Dragonite ,Choice Band  ,Inner Focus  ,Normal  , Outrage  , Aerial Ace  , Extreme Speed  , Stomping Tantrum  ,122,5,4,Latin America International
Heatran ,Life Orb  ,Flash Fire  ,Bug  , Heat Wave  , Flash Cannon  , Protect  , Earth Power  ,123,5,4,Latin America International
ChienPao ,Focus Sash  ,Sword of Ruin  ,Dark  , Ice Spinner  , Haze  , Protect  , Sucker Punch  ,123,5,4,Latin America International
LandorusTherian ,Clear Amulet  ,Intimidate  ,Flying  , Stomping Tantrum  , Tera Blast  , Protect  , Uturn  ,123,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Fire  , Drain Punch  , Wild Charge  , Fake Out  , Heavy Slam  ,123,5,4,Latin America International
Okidogi ,Leftovers  ,Guard Dog  ,Poison  , Drain Punch  , Bulk Up  , Protect  , Poison Jab  ,123,5,4,Latin America International
OgerponWellspring ,Wellspring Mask  ,Water Absorb  ,Water  , Ivy Cudgel  , Follow Me  , Spiky Shield  , Horn Leech  ,123,5,4,Latin America International
LandorusTherian ,Choice Scarf  ,Intimidate  ,Flying  , Stomping Tantrum  , Rock Slide  , Uturn  , Tera Blast  ,124,5,4,Latin America International
UrsalunaBloodmoon ,Life Orb  ,Mind’s Eye  ,Normal  , Blood Moon  , Earth Power  , Hyper Voice  , Protect  ,124,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Fire  , Wild Charge  , Drain Punch  , Volt Switch  , Fake Out  ,124,5,4,Latin America International
ChiYu ,Choice Specs  ,Beads of Ruin  ,Ghost  , Overheat  , Dark Pulse  , Snarl  , Heat Wave  ,124,5,4,Latin America International
Dusclops ,Eviolite  ,Pressure  ,Dark  , WillOWisp  , Trick Room  , Pain Split  , Night Shade  ,124,5,4,Latin America International
OgerponWellspring ,Wellspring Mask  ,Water Absorb  ,Water  , Spiky Shield  , Follow Me  , Horn Leech  , Ivy Cudgel  ,124,5,4,Latin America International
LandorusTherian ,Assault Vest  ,Intimidate  ,Flying  , Earthquake  , Stomping Tantrum  , Rock Slide  , Tera Blast  ,125,5,4,Latin America International
Tornadus ,Covert Cloak  ,Prankster  ,Electric  , Tailwind  , Taunt  , Bleakwind Storm  , Icy Wind  ,125,5,4,Latin America International
Gholdengo ,Choice Specs  ,Good as Gold  ,Water  , Make It Rain  , Shadow Ball  , Thunderbolt  , Tera Blast  ,125,5,4,Latin America International
ChiYu ,Choice Scarf  ,Beads of Ruin  ,Grass  , Heat Wave  , Overheat  , Dark Pulse  , Tera Blast  ,125,5,4,Latin America International
Flutter Mane ,Focus Sash  ,Protosynthesis  ,Water  , Shadow Ball  , Dazzling Gleam  , Imprison  , Trick Room  ,125,5,4,Latin America International
Dragonite ,Choice Band  ,Inner Focus  ,Normal  , Extreme Speed  , Earthquake  , Ice Spinner  , Outrage  ,125,5,4,Latin America International
Farigiraf ,Safety Goggles  ,Armor Tail  ,Fairy  , Dazzling Gleam  , Uproar  , Helping Hand  , Trick Room  ,126,5,4,Latin America International
OgerponCornerstone ,Cornerstone Mask  ,Sturdy  ,Rock  , Ivy Cudgel  , Power Whip  , Follow Me  , Spiky Shield  ,126,5,4,Latin America International
ChienPao ,Focus Sash  ,Sword of Ruin  ,Ghost  , Lash Out  , Ice Spinner  , Sucker Punch  , Protect  ,126,5,4,Latin America International
Amoonguss ,Sitrus Berry  ,Regenerator  ,Water  , Pollen Puff  , Spore  , Rage Powder  , Protect  ,126,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Fire  , Fake Out  , Drain Punch  , Wild Charge  , Heavy Slam  ,126,5,4,Latin America International
UrsalunaBloodmoon ,Life Orb  ,Mind’s Eye  ,Normal  , Hyper Voice  , Earth Power  , Blood Moon  , Protect  ,126,5,4,Latin America International
Flutter Mane ,Choice Specs  ,Protosynthesis  ,Steel  , Dazzling Gleam  , Shadow Ball  , Moonblast  , Thunderbolt  ,127,5,4,Latin America International
LandorusTherian ,Choice Scarf  ,Intimidate  ,Flying  , Uturn  , Stomping Tantrum  , Rock Slide  , Tera Blast  ,127,5,4,Latin America International
Roaring Moon ,Booster Energy  ,Protosynthesis  ,Flying  , Acrobatics  , Knock Off  , Protect  , Dragon Dance  ,127,5,4,Latin America International
Farigiraf ,Mental Herb  ,Armor Tail  ,Fairy  , Psychic  , Hyper Voice  , Imprison  , Trick Room  ,127,5,4,Latin America International
Iron Hands ,Assault Vest  ,Quark Drive  ,Fire  , Fake Out  , Wild Charge  , Heavy Slam  , Drain Punch  ,127,5,4,Latin America International
UrshifuRapidStrike ,Mystic Water  ,Unseen Fist  ,Water  , Aqua Jet  , Surging Strikes  , Close Combat  , Detect  ,127,5,4,Latin America International
Lady Laura (Flutter Mane) ,Choice Specs  ,Protosynthesis  ,Fairy  , Moonblast  , Dazzling Gleam  , Shadow Ball  , Thunderbolt  ,128,5,4,Latin America International
DNR (Salamence) ,Life Orb  ,Intimidate  ,Steel  , Draco Meteor  , Air Slash  , Tailwind  , Protect  ,128,5,4,Latin America International
Hugolistico (UrshifuRapidStrike) ,Mystic Water  ,Unseen Fist  ,Water  , Surging Strikes  , Close Combat  , Aqua Jet  , Detect  ,128,5,4,Latin America International
Persephone (Amoonguss) ,Sitrus Berry  ,Regenerator  ,Water  , Rage Powder  , Spore  , Pollen Puff  , Leaf Storm  ,128,5,4,Latin America International
Sapo Boi (Heatran) ,Shuca Berry  ,Flash Fire  ,Fairy  , Heat Wave  , Flash Cannon  , Earth Power  , Protect  ,128,5,4,Latin America International
Bussunda (Iron Hands) ,Assault Vest  ,Quark Drive  ,Water  , Wild Charge  , Drain Punch  , Volt Switch  , Fake Out  ,128,5,4,Latin America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Aqua Jet, Uturn,1,13,2,Europe International
Porygon2 ,Eviolite,Download,Flying, Tera Blast, Ice Beam, Recover, Trick Room,1,13,2,Europe International
Ursaluna ,Flame Orb,Guts,Ghost, Facade, Headlong Rush, Earthquake, Protect,1,13,2,Europe International
Amoonguss ,Rocky Helmet,Regenerator,Ghost, Spore, Rage Powder, Sludge Bomb, Protect,1,13,2,Europe International
Incineroar ,Sitrus Berry,Intimidate,Grass, Fake Out, Flare Blitz, Knock Off, Parting Shot,1,13,2,Europe International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Shadow Ball, Substitute, Protect,1,13,2,Europe International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Protect, Calm Mind, Dragon Pulse, Thunderclap,2,13,2,Europe International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,2,13,2,Europe International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Spiky Shield, Wood Hammer, Ivy Cudgel, Stomping Tantrum,2,13,2,Europe International
