rank_category,pokemon,item,ability,tera type,move_1,move_2,move_3,move_4,tournament
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,follow-me,power-whip,spiky-shield,latin america international
1,gholdengo,life orb  ,good as gold  ,steel,make-it-rain,nasty-plot,shadow-ball,protect,latin america international
1,tornadus,mental herb  ,prankster  ,ghost,bleakwind-storm,tailwind,sunny-day,rain-dance,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,moonblast,shadow-ball,power-gem,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,protect,latin america international
1,scream-tail,booster energy  ,protosynthesis  ,grass,dazzling-gleam,encore,disable,protect,latin america international
1,flutter-mane,focus sash  ,protosynthesis  ,fairy,protect,moonblast,shadow-ball,dazzling-gleam,latin america international
1,tornadus,rocky helmet  ,prankster  ,dark,protect,tailwind,bleakwind-storm,rain-dance,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,spiky-shield,ivy-cudgel,horn-leech,follow-me,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,make-it-rain,shadow-ball,thunderbolt,trick,latin america international
1,garchomp,clear amulet  ,rough skin  ,steel,protect,earthquake,rock-slide,dragon-claw,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,uturn,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,tera-blast,rock-slide,stomping-tantrum,uturn,latin america international
1,chi-yu,choice specs  ,beads of ruin  ,ghost,overheat,heat-wave,snarl,dark-pulse,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,wild-charge,drain-punch,fake-out,heavy-slam,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,latin america international
1,kingambit,black glasses  ,defiant  ,fairy,kowtow-cleave,sucker-punch,swords-dance,protect,latin america international
1,flutter-mane,booster energy  ,protosynthesis  ,fairy,moonblast,icy-wind,protect,shadow-ball,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,rage-powder,leaf-storm,spore,pollen-puff,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,make-it-rain,thunderbolt,trick,shadow-ball,latin america international
1,iron-bundle,booster energy  ,quark drive  ,ghost,protect,icy-wind,freezedry,encore,latin america international
1,heatran,leftovers  ,flash fire  ,fairy,protect,earth-power,magma-storm,tera-blast,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,drain-punch,wild-charge,fake-out,ice-punch,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,uturn,rock-slide,tera-blast,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,grassy-glide,swords-dance,spiky-shield,latin america international
1,urshifu,focus sash  ,unseen fist  ,poison,wicked-blow,close-combat,sucker-punch,detect,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,fake-out,wood-hammer,grassy-glide,uturn,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,make-it-rain,shadow-ball,thunderbolt,trick,latin america international
1,tornadus,rocky helmet  ,prankster  ,ghost,bleakwind-storm,tailwind,sunny-day,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,tera-blast,rock-slide,uturn,latin america international
1,arcanine,choice band  ,intimidate  ,water,flare-blitz,tera-blast,extreme-speed,rock-slide,latin america international
1,tornadus,rocky helmet  ,prankster  ,ghost,tailwind,bleakwind-storm,taunt,rain-dance,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,aqua-jet,close-combat,uturn,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,drain-punch,close-combat,fake-out,wild-charge,latin america international
1,rillaboom,clear amulet  ,grassy surge  ,fire,grassy-glide,wood-hammer,fake-out,high-horsepower,latin america international
1,gholdengo,metal coat  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,heatran,safety goggles  ,flash fire  ,fairy,protect,magma-storm,flash-cannon,earth-power,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,spiky-shield,ivy-cudgel,horn-leech,follow-me,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,moonblast,misty-terrain,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,wild-charge,drain-punch,heavy-slam,fake-out,latin america international
1,urshifu,focus sash  ,unseen fist  ,dark,detect,sucker-punch,close-combat,wicked-blow,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,rock-slide,uturn,stomping-tantrum,tera-blast,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,latin america international
1,salamence,rocky helmet  ,intimidate  ,poison,air-slash,roost,tailwind,draco-meteor,latin america international
1,urshifu,focus sash  ,unseen fist  ,dark,wicked-blow,close-combat,sucker-punch,protect,latin america international
1,heatran,safety goggles  ,flash fire  ,fairy,magma-storm,flash-cannon,earth-power,protect,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,power-gem,latin america international
1,dondozo,leftovers  ,oblivious  ,grass,wave-crash,heavy-slam,yawn,protect,latin america international
1,ninetales,light clay  ,snow warning  ,ghost,moonblast,freezedry,aurora-veil,protect,latin america international
1,baxcalibur,loaded dice  ,thermal exchange  ,poison,icicle-spear,scale-shot,swords-dance,protect,latin america international
1,heatran,leftovers  ,flash fire  ,grass,magma-storm,flash-cannon,substitute,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,tera-blast,stomping-tantrum,rock-slide,uturn,latin america international
1,iron-hands,assault vest  ,quark drive  ,steel,fake-out,drain-punch,wild-charge,heavy-slam,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,follow-me,protect,latin america international
1,farigiraf,sitrus berry  ,armor tail  ,fairy,imprison,trick-room,dazzling-gleam,psychic,latin america international
1,tornadus,covert cloak  ,prankster  ,dark,bleakwind-storm,rain-dance,tailwind,scary-face,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,close-combat,surging-strikes,aqua-jet,uturn,latin america international
1,landorus,assault vest  ,intimidate  ,water,earthquake,stomping-tantrum,rock-slide,uturn,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,rage-powder,spore,clear-smog,pollen-puff,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,make-it-rain,shadow-ball,thunderbolt,trick,latin america international
1,landorus,choice band  ,intimidate  ,water,earthquake,uturn,stomping-tantrum,rock-slide,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,fire,pollen-puff,spore,rage-powder,protect,latin america international
1,chi-yu,choice specs  ,beads of ruin  ,ghost,dark-pulse,heat-wave,snarl,overheat,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,fake-out,drain-punch,ice-punch,wild-charge,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,spiky-shield,horn-leech,follow-me,latin america international
1,tornadus,focus sash  ,prankster  ,ghost,bleakwind-storm,scary-face,sunny-day,tailwind,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,protect,knock-off,acrobatics,dragon-dance,latin america international
1,heatran,leftovers  ,flash fire  ,fairy,protect,substitute,heat-wave,earth-power,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,moonblast,perish-song,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,protect,rage-powder,spore,pollen-puff,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,uturn,stomping-tantrum,rock-slide,tera-blast,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,volt-switch,wild-charge,drain-punch,fake-out,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,spiky-shield,follow-me,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,rock-slide,uturn,tera-blast,latin america international
1,heatran,life orb  ,flash fire  ,fairy,heat-wave,earth-power,protect,flash-cannon,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,wild-charge,volt-switch,drain-punch,fake-out,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,water,spore,rage-powder,protect,pollen-puff,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,ice-spinner,protect,lash-out,sucker-punch,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,acrobatics,uturn,tailwind,breaking-swipe,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,thunderbolt,dazzling-gleam,shadow-ball,moonblast,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,aqua-jet,close-combat,uturn,surging-strikes,latin america international
1,sneasler,psychic seed  ,unburden  ,flying,acrobatics,dire-claw,swords-dance,close-combat,latin america international
1,armarouge,weakness policy  ,weak armor  ,psychic,heat-wave,stored-power,endure,expanding-force,latin america international
1,indeedee,safety goggles  ,psychic surge  ,fairy,trick-room,dazzling-gleam,helping-hand,follow-me,latin america international
1,torkoal,charcoal  ,drought  ,grass,eruption,heat-wave,solar-beam,clear-smog,latin america international
1,chi-yu,room service  ,beads of ruin  ,fire,flamethrower,dark-pulse,burning-jealousy,taunt,latin america international
1,gallade,scope lens  ,sharpness  ,fire,sacred-sword,psycho-cut,wide-guard,trick-room,latin america international
1,indeedee,rocky helmet  ,psychic surge  ,water,psychic,follow-me,skill-swap,trick-room,latin america international
1,landorus,assault vest  ,intimidate  ,fairy,stomping-tantrum,stone-edge,uturn,tera-blast,latin america international
1,articuno,safety goggles  ,competitive  ,poison,psyshock,shadow-ball,tera-blast,trick-room,latin america international
1,tornadus,rocky helmet  ,prankster  ,ghost,tailwind,bleakwind-storm,taunt,scary-face,latin america international
1,arcanine,choice band  ,intimidate  ,fairy,extreme-speed,rock-slide,flare-blitz,tera-blast,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,psyshock,make-it-rain,shadow-ball,thunderbolt,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,detect,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,protect,acrobatics,knock-off,dragon-dance,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,grassy-glide,high-horsepower,wood-hammer,fake-out,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,rock-slide,stomping-tantrum,tera-blast,uturn,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,drain-punch,fake-out,heavy-slam,wild-charge,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,poison,acrobatics,protect,tailwind,knock-off,latin america international
1,heatran,leftovers  ,flash fire  ,grass,earth-power,flash-cannon,heat-wave,protect,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,trick-room,moonblast,latin america international
1,ninetales,light clay  ,snow warning  ,ghost,aurora-veil,blizzard,icy-wind,protect,latin america international
1,ninetales,light clay  ,snow warning  ,water,aurora-veil,blizzard,protect,encore,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,fake-out,heavy-slam,drain-punch,wild-charge,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,horn-leech,quick-attack,spiky-shield,latin america international
1,glimmora,focus sash  ,toxic debris  ,grass,mortal-spin,power-gem,sludge-bomb,spiky-shield,latin america international
1,dondozo,leftovers  ,unaware  ,dragon,protect,earthquake,substitute,order-up,latin america international
1,tatsugiri,ability shield  ,commander  ,steel,muddy-water,taunt,draco-meteor,protect,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,ice-spinner,protect,sucker-punch,sacred-sword,latin america international
1,flutter-mane,booster energy  ,protosynthesis  ,water,dazzling-gleam,shadow-ball,moonblast,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,wild-charge,drain-punch,heavy-slam,fake-out,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,tera-blast,stomping-tantrum,rock-slide,uturn,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,detect,close-combat,aqua-jet,latin america international
1,tornadus,covert cloak  ,prankster  ,ghost,tailwind,bleakwind-storm,taunt,rain-dance,latin america international
1,sylveon,choice specs  ,pixilate  ,water,hyper-voice,tera-blast,hyper-beam,psychic,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,grassy-glide,fake-out,uturn,high-horsepower,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,spiky-shield,stomping-tantrum,grassy-glide,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,icicle-crash,sucker-punch,protect,haze,latin america international
1,arcanine,choice band  ,intimidate  ,normal,flare-blitz,rock-slide,extreme-speed,psychic-fangs,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,uturn,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,tera-blast,uturn,rock-slide,latin america international
